CUSTOMER ID,CUSTOMER NAME,PHONE NO,PRODUCT CATEGORY,PRODUCT NAME,ISSUES,,SEVERITY,CREATED BY,OPENED,CLOSED,DATE-OPENED,DATECLOSED,s,d,Hours,Days
73305,Evans,317-6110-22,Phone,Ace M31 Prime,Minor monitor issues,,Medium,Ahmed,2:00 PM,8:00 AM,4-25-2021,4-27-2021,25-04-2021 00:00,27-04-2021 00:00,48,2
44784,Miller,116-0074-85,Phone,Ace 5,Monitor ghosting,,Medium,Ahmed,3:00 PM,2:00 PM,04-09-2021,04-11-2021,04-09-2021 15:00,04-11-2021 14:00,1463,61
48445,Wright,761-1523-95,Phone,Ace M31 Prime,Blue Screen,4,High,Ahmed,8:00 PM,1:00 PM,3-25-2021,3-26-2021,25-03-2021 00:00,26-03-2021 00:00,24,1
13491,Spencer,446-2344-37,Phone,Ace 6,Failing power supply,,High,Ahmed,3:00 PM,10:00 AM,3-29-2021,3-30-2021,29-03-2021 00:00,30-03-2021 00:00,24,1
22164,Thompson,748-5637-73,Phone,Ace 5,Screen frozen,,High,Ahmed,5:00 PM,9:00 AM,4-25-2021,4-26-2021,25-04-2021 00:00,26-04-2021 00:00,24,1
61296,Crawford,854-8194-18,Phone,Ace X3,Camera is not working,7,Low,Ahmed,6:00 PM,10:00 PM,3-25-2021,3-28-2021,25-03-2021 00:00,28-03-2021 00:00,72,3
97439,Walker,950-6757-47,Phone,Ace 5,Battery does not last for long,3,Medium,Ahmed,7:00 PM,7:00 PM,03-12-2021,3-14-2021,03-12-2021 19:00,14-03-2021 00:00,6355,265
3373,Hill,636-0879-82,Laptop,Ace TouchPad 2000,The device is not turning on,,High,Ahmed,10:00 PM,10:00 PM,04-03-2021,04-04-2021,04-03-2021 22:00,04-04-2021 22:00,744,31
95634,Cole,823-4808-08,Laptop,Ace Infinite,Display is broken,,Medium,Ahmed,5:00 PM,8:00 AM,3-30-2021,04-01-2021,30-03-2021 00:00,04-01-2021 08:00,2032,85
17465,Nelson,628-0289-97,Laptop,Ace Flare S6,Does not get charged,,Medium,Ahmed,7:00 PM,2:00 PM,4-24-2021,4-26-2021,24-04-2021 00:00,26-04-2021 00:00,48,2
91286,Harper,597-3460-58,Laptop,Ace Flare S6,Some apps are not working,,Low,Ahmed,8:00 AM,1:00 PM,03-11-2021,3-13-2021,03-11-2021 08:00,13-03-2021 00:00,5648,236
15874,Martin,827-4621-59,Laptop,Ace Lappy 1126,Forgotten password,,Medium,Ahmed,2:00 PM,10:00 AM,03-07-2021,03-09-2021,03-07-2021 14:00,03-09-2021 10:00,1484,62
12580,Warren,679-2237-74,Laptop,Ace TouchPad 2000,The device is not functioning,,High,Ahmed,1:00 PM,9:00 AM,3-30-2021,3-31-2021,30-03-2021 00:00,31-03-2021 00:00,24,1
76894,Phillips,629-6704-98,Laptop,Ace SparX,The screen is completely blank,,High,Ahmed,4:00 PM,9:00 AM,4-19-2021,4-20-2021,19-04-2021 00:00,20-04-2021 00:00,24,1
16598,Roberts,002-4188-54,Laptop,Ace Notebook 1.0,Camera is blurry,7,Low,Ahmed,9:00 AM,2:00 PM,4-23-2021,4-26-2021,23-04-2021 00:00,26-04-2021 00:00,72,3
33353,Adams,735-2729-36,Laptop,Ace Flare S2,Cannot connect to the app store,,Low,Ahmed,4:00 PM,10:00 AM,03-10-2021,03-11-2021,03-10-2021 16:00,03-11-2021 10:00,738,31
23869,Cole,918-2231-04,Laptop,Ace Flare S2,The device heats up occasionally,,Low,Abhishek,12:00 PM,9:00 AM,04-05-2021,04-06-2021,04-05-2021 12:00,04-06-2021 09:00,741,31
93236,Cunningham,394-8600-12,Laptop,Ace Notebook 1.0,The device needs a battery change,,Medium,Abhishek,7:00 PM,4:00 PM,3-28-2021,3-30-2021,28-03-2021 00:00,30-03-2021 00:00,48,2
7978,Perry,222-6835-60,Laptop,Ace Flare S2,Device is not receiving updates,,Low,Abhishek,9:00 AM,12:00 PM,04-08-2021,04-11-2021,04-08-2021 09:00,04-11-2021 12:00,2211,93
10277,Howard,306-3117-63,Laptop,Ace SparX,Speakers are not working,,Medium,Abhishek,11:00 AM,7:00 PM,4-26-2021,4-27-2021,26-04-2021 00:00,27-04-2021 00:00,24,1
61698,Kelly,281-9096-98,Laptop,Ace Flare S6,Some apps are not opening,,Low,Abhishek,12:00 PM,9:00 AM,3-16-2021,3-19-2021,16-03-2021 00:00,19-03-2021 00:00,72,3
44633,West,868-7373-44,Laptop,Ace Flare S2,Does not connect to the wifi,,Low,Abhishek,7:00 PM,11:00 AM,3-17-2021,3-21-2021,17-03-2021 00:00,21-03-2021 00:00,96,4
92651,Morris,462-4171-66,Laptop,Ace Lappy 1126,The device is not charging,,Medium,Abhishek,8:00 AM,4:00 PM,3-16-2021,3-17-2021,16-03-2021 00:00,17-03-2021 00:00,24,1
29616,Riley,209-0469-34,Laptop,Ace Flare S6,Device is not functioning at all,,High,Abhishek,2:00 PM,1:00 PM,4-30-2021,01-05-2021,30-04-2021 00:00,01-05-2021 13:00,37,2
26995,Perry,190-0490-75,Laptop,Ace Lappy 1126,Device does not connect to the network,,Medium,Abhishek,6:00 PM,1:00 PM,03-11-2021,3-14-2021,03-11-2021 18:00,14-03-2021 00:00,5634,235
73733,Elliott,735-7843-03,Laptop,Ace Notebook 1.0,Word and other ms apps are not opening,,Medium,Abhishek,10:00 AM,7:00 PM,4-14-2021,4-15-2021,14-04-2021 00:00,15-04-2021 00:00,24,1
24078,Thomas,099-7030-25,Laptop,Ace TouchPad 2000,Keyboard is not working,,Medium,Abhishek,9:00 AM,8:00 AM,3-28-2021,3-30-2021,28-03-2021 00:00,30-03-2021 00:00,48,2
70185,Ferguson,139-0978-11,Laptop,Ace Flare S6,Does not connect to external devices,,Medium,Abhishek,4:00 PM,2:00 PM,4-29-2021,05-01-2021,29-04-2021 00:00,05-01-2021 14:00,2722,114
54923,Ross,267-3203-79,Laptop,Ace TouchPad 2000,Forgotten password,,Low,Abhishek,12:00 PM,1:00 PM,04-07-2021,04-09-2021,04-07-2021 12:00,04-09-2021 13:00,1489,63
49182,Edwards,876-6265-11,Laptop,Ace TouchPad 2000,Screen Is blank,,High,Abhishek,11:00 AM,10:00 AM,04-09-2021,04-10-2021,04-09-2021 11:00,04-10-2021 10:00,719,30
5121,Elliott,514-9085-02,Desktop,Ace Zeus V01,partial screen damage,,Medium,Abhishek,12:00 PM,9:00 AM,04-08-2021,04-11-2021,04-08-2021 12:00,04-11-2021 09:00,2205,92
94418,Gray,498-7772-75,Desktop,Ace Quantum Core 5278,speakers not working,,Low,Surya,7:00 AM,4:00 PM,04-04-2021,04-07-2021,04-04-2021 07:00,04-07-2021 16:00,2193,92
84458,Farrell,944-2401-17,Desktop,Ace Zeus V01,Screen frozen,,High,Surya,5:00 PM,12:00 PM,4-15-2021,4-16-2021,15-04-2021 00:00,16-04-2021 00:00,24,1
46632,Ryan,613-4497-22,Desktop,Ace Zeus V01,Unresponsive power button,,High,Surya,7:00 PM,7:00 PM,04-08-2021,04-09-2021,04-08-2021 19:00,04-09-2021 19:00,744,31
7889,Harper,954-6403-27,Tablet,Ace Tab E750,Cannot install apps,,Low,Surya,8:00 AM,9:00 AM,4-20-2021,4-23-2021,20-04-2021 00:00,23-04-2021 00:00,72,3
92875,Richards,713-3758-05,Tablet,Ace Swift F20 Lite,Wifi connection issues,,Low,Surya,2:00 PM,11:00 AM,3-22-2021,3-25-2021,22-03-2021 00:00,25-03-2021 00:00,72,3
82863,Hall,745-4756-75,Phone,Ace 6s+,Speakers damaged,,Medium,Surya,1:00 PM,12:00 PM,4-16-2021,4-18-2021,16-04-2021 00:00,18-04-2021 00:00,48,2
27669,Richards,000-6154-85,Phone,Ace Galaxy S4,Calling feature unresponsive,11,High,Raj,4:00 AM,2:00 PM,4-28-2021,4-29-2021,28-04-2021 00:00,29-04-2021 00:00,24,1
11232,Robinson,115-8832-17,Phone,Ace 6s+,Broken Camera,7,Medium,Raj,9:00 AM,3:00 PM,4-18-2021,4-19-2021,18-04-2021 00:00,19-04-2021 00:00,24,1
97023,Elliott,914-7597-80,Laptop,Ace Notebook 2.0 Lite,Partially screen damage,,Medium,Raj,4:00 PM,8:00 PM,04-09-2021,04-10-2021,04-09-2021 16:00,04-10-2021 20:00,724,31
90286,Elliott,024-2741-71,Laptop,Ace Infinite,Camera not working,7,Medium,Raj,12:00 PM,3:00 PM,03-11-2021,03-12-2021,03-11-2021 12:00,03-12-2021 15:00,723,31
73216,Jones,044-7723-48,Laptop,Ace Swift F20 Lite,Difficulty installing updates,,Low,Raj,7:00 PM,8:00 PM,03-06-2021,03-09-2021,03-06-2021 19:00,03-09-2021 20:00,2209,93
67004,Howard,802-7165-72,Laptop,Ace SparX,Cannot connect to Playstore,,Low,Raj,9:00 AM,3:00 PM,3-15-2021,3-19-2021,15-03-2021 00:00,19-03-2021 00:00,96,4
93651,Farrell,976-3304-17,Laptop,Ace Swift F20 Lite,Phone crashes occasionally,,Low,Raj,11:00 AM,5:00 PM,04-12-2021,4-15-2021,04-12-2021 11:00,15-04-2021 00:00,5603,234
86610,Roberts,198-2846-81,Laptop,Ace Flare S6,OS issues,,Medium,Raj,12:00 PM,6:00 PM,04-09-2021,04-10-2021,04-09-2021 12:00,04-10-2021 18:00,726,31
81590,Spencer,468-9978-19,Laptop,Ace Notebook 1.0,MS apps not functioning,,Medium,Raj,2:00 PM,9:00 AM,3-23-2021,3-25-2021,23-03-2021 00:00,25-03-2021 00:00,48,2
85303,Owens,523-7430-67,Laptop,Ace Flare S2,Overall performance is sLow,,Medium,Raj,3:00 PM,10:00 AM,4-24-2021,4-26-2021,24-04-2021 00:00,26-04-2021 00:00,48,2
724,Carroll,281-7433-28,Laptop,Ace TouchPad 2000,Touchscreen damaged,,High,Raj,4:00 PM,12:00 PM,4-22-2021,4-23-2021,22-04-2021 00:00,23-04-2021 00:00,24,1
9702,Montgomery,137-8589-16,Laptop,Ace Lappy 1126,Not charging,,Low,Raj,3:00 PM,2:00 PM,4-15-2021,4-18-2021,15-04-2021 00:00,18-04-2021 00:00,72,3
97021,Spencer,313-7732-92,Phone,Ace Galaxy S6,"Water damage, phone dead",,High,Ahmed,5:00 PM,3:00 PM,3-13-2021,3-14-2021,13-03-2021 00:00,14-03-2021 00:00,24,1
13534,Ross,116-7979-20,Phone,Ace Galaxy S10,Display cracked completely,,High,Ahmed,6:00 PM,2:00 PM,3-19-2021,3-20-2021,19-03-2021 00:00,20-03-2021 00:00,24,1
48693,Phillips,827-8428-97,Phone,Ace Galaxy S6,Damaged charging port,,High,Ahmed,7:00 PM,3:00 PM,3-23-2021,3-24-2021,23-03-2021 00:00,24-03-2021 00:00,24,1
26088,Russell,316-6450-69,Phone,Ace Galaxy S9,Phone dead,,High,Ahmed,10:00 AM,5:00 PM,04-10-2021,04-10-2021,04-10-2021 10:00,04-10-2021 17:00,7,1
30549,Lloyd,044-6217-02,Phone,Ace Galaxy S6,Cannot download apps,,Medium,Ahmed,11:00 AM,6:00 PM,04-06-2021,04-07-2021,04-06-2021 11:00,04-07-2021 18:00,727,31
39198,Mitchell,223-8200-30,Phone,Ace M31 Prime,Cannot connect to wifi,,Low,Ahmed,12:00 PM,7:00 PM,04-04-2021,04-07-2021,04-04-2021 12:00,04-07-2021 19:00,2191,92
7004,Carroll,041-2888-30,Phone,Ace Galaxy S4,Low battery life,,Low,Ahmed,7:00 AM,10:00 PM,03-06-2021,02-07-2021,03-06-2021 07:00,02-07-2021 22:00,711,30
49194,Murphy,236-8125-04,Desktop,Ace PC 3699,Unresponsive power button,,Medium,Ahmed,5:00 PM,5:00 PM,03-12-2021,3-13-2021,03-12-2021 17:00,13-03-2021 00:00,6377,266
30674,Nelson,906-0942-79,Desktop,Ace Pro 1000,Overheating,,Medium,Ahmed,7:00 PM,10:00 PM,4-21-2021,4-22-2021,21-04-2021 00:00,22-04-2021 00:00,24,1
8793,Hunt,192-2316-64,Desktop,Ace A700,Blue screen,4,High,Ahmed,8:00 AM,8:00 AM,03-06-2021,03-07-2021,03-06-2021 08:00,03-07-2021 08:00,720,30
91992,Dixon,360-5453-42,Desktop,Ace Pro 2000,Display broken,,High,Ahmed,2:00 PM,2:00 PM,03-07-2021,03-08-2021,03-07-2021 14:00,03-08-2021 14:00,744,31
44176,Turner,289-6617-22,Tablet,Ace NotePad 2,Keypad not responding,,Medium,Ahmed,1:00 PM,1:00 PM,3-31-2021,04-02-2021,31-03-2021 00:00,04-02-2021 13:00,1307,55
55926,Walker,492-4893-06,Tablet,Ace NotePad 2,Display cracked completely,,High,Ahmed,10:00 AM,10:00 AM,04-12-2021,4-13-2021,04-12-2021 10:00,13-04-2021 00:00,5650,236
90941,Fowler,467-8054-70,Tablet,Ace NotePad 4,Volume cannot be adjusted,,Medium,Ahmed,9:00 AM,9:00 AM,03-07-2021,03-09-2021,03-07-2021 09:00,03-09-2021 09:00,1488,62
61670,Elliott,158-8501-33,Tablet,Ace Swift F20,Cannot establish bluetooth connection,,Low,Ahmed,4:00 PM,10:00 PM,03-10-2021,3-14-2021,03-10-2021 16:00,14-03-2021 00:00,4888,204
86544,Bailey,181-0732-15,Phone,Ace M31 Prime,Low battery life,,Low,Ahmed,12:00 PM,7:00 PM,3-14-2021,3-16-2021,14-03-2021 00:00,16-03-2021 00:00,48,2
19562,Wright,487-1149-43,Tablet,Ace NotePad 4,Apps crashing often,2,Medium,Surya,7:00 PM,8:00 AM,4-14-2021,4-16-2021,14-04-2021 00:00,16-04-2021 00:00,48,2
51388,Turner,792-3512-25,Laptop,Ace Flare S2,Overheating often,,Medium,Surya,9:00 AM,2:00 PM,3-31-2021,04-01-2021,31-03-2021 00:00,04-01-2021 14:00,2050,86
62668,Montgomery,839-2577-34,Laptop,Ace SparX,USB port broken,,Medium,Surya,4:00 PM,1:00 PM,4-29-2021,01-05-2021,29-04-2021 00:00,01-05-2021 13:00,61,3
82899,Dixon,630-4498-57,Laptop,Ace Notebook 2.0,Connected to charger not charging,,Low,Surya,12:00 PM,10:00 AM,04-03-2021,04-06-2021,04-03-2021 12:00,04-06-2021 10:00,2206,92
21395,Clark,280-8108-12,Tablet,Ace Tablet 500 Mini,Not charging,,High,Surya,2:00 PM,9:00 AM,3-20-2021,3-21-2021,20-03-2021 00:00,21-03-2021 00:00,24,1
21745,Owens,703-1004-78,Phone,Ace M31 Prime,Low battery life,,Low,Surya,3:00 PM,4:00 PM,4-29-2021,4-30-2021,29-04-2021 00:00,30-04-2021 00:00,24,1
16042,Cameron,924-5927-27,Phone,Ace 5s,Low battery life,,Low,Surya,8:00 PM,12:00 PM,03-09-2021,03-10-2021,03-09-2021 20:00,03-10-2021 12:00,712,30
91521,Robinson,988-0600-08,Desktop,Ace AZ Desktop,Power supply is Low,,Medium,Rohan,3:00 PM,7:00 PM,4-23-2021,4-24-2021,23-04-2021 00:00,24-04-2021 00:00,24,1
62080,Montgomery,697-2190-93,Desktop,Ace Zeus V01,Minor software issues,,Low,Rohan,5:00 PM,9:00 AM,3-21-2021,3-23-2021,21-03-2021 00:00,23-03-2021 00:00,48,2
53699,Taylor,028-4001-00,Desktop,Ace AZ Desktop,Screen glitches,,Medium,Rohan,6:00 PM,11:00 AM,3-29-2021,3-30-2021,29-03-2021 00:00,30-03-2021 00:00,24,1
5754,Crawford,179-8879-11,Phone,Ace Galaxy S9,Cannot download apps,,Medium,Rohan,7:00 PM,12:00 PM,04-08-2021,04-10-2021,04-08-2021 19:00,04-10-2021 12:00,1457,61
29030,Martin,619-6803-46,Phone,Ace X3,Cannot connect to wifi,,Low,Rohan,10:00 PM,5:00 PM,3-28-2021,3-31-2021,28-03-2021 00:00,31-03-2021 00:00,72,3
65902,Lloyd,871-5202-72,Laptop,Ace Notebook 1.0,Low battery life,,Low,Rohan,8:00 AM,6:00 PM,4-26-2021,4-29-2021,26-04-2021 00:00,29-04-2021 00:00,72,3
69660,Myers,217-1510-17,Tablet,Ace Tablet 500,Charging port is loose,,Medium,Rohan,2:00 PM,7:00 PM,03-08-2021,03-09-2021,03-08-2021 14:00,03-09-2021 19:00,749,32
46214,Douglas,796-4318-98,Laptop,Ace Notebook 1.0,Touchscreen unresponsive,,Medium,Rohan,1:00 PM,10:00 AM,3-18-2021,3-20-2021,18-03-2021 00:00,20-03-2021 00:00,48,2
20500,Cole,919-1356-08,Tablet,Ace Tablet 500,Touchscreen unresponsive,,High,Rohan,3:00 AM,12:00 PM,4-23-2021,4-24-2021,23-04-2021 00:00,24-04-2021 00:00,24,1
10258,Cameron,704-0606-68,Phone,Ace Galaxy S10,Cannot download apps,,Medium,Rohan,9:00 AM,2:00 PM,3-21-2021,3-22-2021,21-03-2021 00:00,22-03-2021 00:00,24,1
12438,Mason,979-0495-74,Desktop,Ace PC 3699,Monitor ghosting,,Medium,Rohan,4:00 PM,3:00 PM,3-19-2021,3-21-2021,19-03-2021 00:00,21-03-2021 00:00,48,2
16486,Wilson,059-7475-96,Laptop,Ace Notebook 1.0,Volume cannot be adjusted,,Medium,Rohan,12:00 PM,8:00 PM,04-07-2021,04-08-2021,04-07-2021 12:00,04-08-2021 20:00,752,32
57869,Thompson,989-7762-36,Tablet,Ace Tab E750 Pro,Reboots often,,High,Rohan,7:00 PM,3:00 PM,4-20-2021,4-21-2021,20-04-2021 00:00,21-04-2021 00:00,24,1
98092,Ross,993-9558-24,Phone,Ace Galaxy S10,Cannot download apps,,Medium,Rohan,9:00 AM,5:00 PM,4-20-2021,4-21-2021,20-04-2021 00:00,21-04-2021 00:00,24,1
33230,Davis,111-5750-92,Phone,Ace 6s+,Speakers damaged,,High,Rohan,11:00 AM,6:00 AM,4-16-2021,4-17-2021,16-04-2021 00:00,17-04-2021 00:00,24,1
61545,Wells,581-4465-44,Phone,Ace X3,Camera blurry,7,Low,Rohan,12:00 PM,7:00 PM,03-12-2021,3-14-2021,03-12-2021 12:00,14-03-2021 00:00,6348,265
16932,Reed,308-6644-60,Tablet,Ace Tab E750,Cannot connect to wifi,,Low,Rohan,2:00 PM,10:00 PM,3-29-2021,04-01-2021,29-03-2021 00:00,04-01-2021 22:00,1994,84
83047,Payne,485-4604-03,Laptop,Ace TouchPad 2000,Forgotten PIN,,High,Rohan,3:00 PM,1:00 PM,03-09-2021,03-10-2021,03-09-2021 15:00,03-10-2021 13:00,718,30
76200,Warren,474-3800-16,Laptop,Ace Notebook 2.0 Lite,Touchscreen doesnot work sometimes,,Low,Rohan,8:00 PM,10:00 PM,3-21-2021,3-23-2021,21-03-2021 00:00,23-03-2021 00:00,48,2
82433,Farrell,562-0847-22,Desktop,Ace Quantum Core 5278,Unresponsie mouse controlls,,Medium,Surya,3:00 PM,8:00 AM,4-25-2021,4-26-2021,25-04-2021 00:00,26-04-2021 00:00,24,1
81712,Scott,243-0641-27,Desktop,Ace Quantum Core 5278,Cannot connect to network,,Low,Surya,5:00 PM,2:00 PM,3-17-2021,3-19-2021,17-03-2021 00:00,19-03-2021 00:00,48,2
5072,Montgomery,985-1235-02,Phone,Ace Galaxy S4,Phone dead,,High,Surya,6:00 PM,9:00 AM,04-08-2021,04-09-2021,04-08-2021 18:00,04-09-2021 09:00,735,31
25910,Carroll,945-1132-80,Phone,Ace X3,Cannot adjust brightness,6,Low,Surya,7:00 PM,4:00 PM,4-24-2021,4-27-2021,24-04-2021 00:00,27-04-2021 00:00,72,3
85985,Douglas,306-1063-75,Phone,Ace 5,Screen scratches,,Low,Surya,10:00 PM,12:00 PM,03-06-2021,03-07-2021,03-06-2021 22:00,03-07-2021 12:00,710,30
56669,Phillips,554-2178-33,Phone,Ace M31 Prime,Battery life is Low,3,Low,Surya,5:00 PM,7:00 PM,04-07-2021,04-10-2021,04-07-2021 17:00,04-10-2021 19:00,2210,93
44636,Turner,483-7990-77,Phone,Ace 6s+,Cannot charge fully,,Medium,Surya,7:00 PM,1:00 PM,4-26-2021,4-28-2021,26-04-2021 00:00,28-04-2021 00:00,48,2
62161,Gray,932-1076-44,Phone,Ace 6s+,Cannot install new apps,,Low,Surya,8:00 AM,11:00 AM,04-07-2021,04-10-2021,04-07-2021 08:00,04-10-2021 11:00,2211,93
13688,Gibson,533-5936-90,Phone,Ace Galaxy S9,Calling feature unresponsive,11,High,Surya,2:00 PM,12:00 PM,03-08-2021,03-09-2021,03-08-2021 14:00,03-09-2021 12:00,742,31
7520,Farrell,565-0677-28,Phone,Ace 6,Low battery life,,Low,Surya,1:00 PM,5:00 PM,03-05-2021,03-07-2021,03-05-2021 13:00,03-07-2021 17:00,1468,62
54217,Kelley,733-6304-36,Desktop,Ace PC 3699,Cannot install updates,,Low,Surya,10:00 AM,6:00 PM,4-19-2021,4-22-2021,19-04-2021 00:00,22-04-2021 00:00,72,3
12354,Watson,961-8743-43,Desktop,Ace Pro 2000,Screen blackout when turning on,,Medium,Surya,9:00 AM,7:00 PM,3-24-2021,3-25-2021,24-03-2021 00:00,25-03-2021 00:00,24,1
79899,Hall,239-8596-55,Tablet,Ace NotePad 4,Bluetooth issues,5,Low,Surya,4:00 PM,10:00 PM,03-04-2021,03-06-2021,03-04-2021 16:00,03-06-2021 22:00,1470,62
60801,Wells,264-8052-66,Tablet,Ace NotePad 2,Water damage,,High,Surya,12:00 PM,12:00 PM,4-15-2021,4-16-2021,15-04-2021 00:00,16-04-2021 00:00,24,1
70278,Brooks,066-1115-77,Laptop,Ace SparX,Water damage,,High,Surya,7:00 PM,2:00 PM,3-15-2021,3-16-2021,15-03-2021 00:00,16-03-2021 00:00,24,1
64115,Perry,824-6663-99,Phone,Ace X3,SLow Phone,,Low,Ahmed,9:00 AM,3:00 PM,3-30-2021,04-01-2021,30-03-2021 00:00,04-01-2021 15:00,2025,85
83409,Barnes,157-1500-79,Laptop,Ace TouchPad 2000,Touch screen damaged,,Medium,Ahmed,11:00 AM,8:00 PM,4-21-2021,4-22-2021,21-04-2021 00:00,22-04-2021 00:00,24,1
5066,Howard,936-0830-90,Tablet,Ace NotePad 4,Cannot adjust brightness,6,Low,Ahmed,12:00 PM,3:00 PM,3-25-2021,3-28-2021,25-03-2021 00:00,28-03-2021 00:00,72,3
1130,Thomas,379-6162-49,Desktop,Ace AZ Desktop,Cannot install updates,,Low,Ahmed,7:00 PM,5:00 PM,3-21-2021,3-23-2021,21-03-2021 00:00,23-03-2021 00:00,48,2
55364,Phillips,283-1815-56,Desktop,Ace A700,Screen blackout when turning on,,Medium,Ahmed,8:00 AM,6:00 AM,3-30-2021,01-04-2021,30-03-2021 00:00,01-04-2021 06:00,54,3
78420,Hawkins,567-9146-19,Desktop,Ace Pro 1000,Cannot install updates,,Low,Ahmed,2:00 PM,7:00 PM,04-06-2021,04-08-2021,04-06-2021 14:00,04-08-2021 19:00,1469,62
18756,Bailey,936-8761-06,Phone,Ace Galaxy S9,Screen blackout when turning on,,Medium,Ahmed,1:00 PM,10:00 PM,03-03-2021,03-05-2021,03-03-2021 13:00,03-05-2021 22:00,1473,62
9945,Harris,369-1156-92,Phone,Ace 5s,SLow charging,,Low,Ahmed,10:00 AM,7:00 PM,4-27-2021,4-30-2021,27-04-2021 00:00,30-04-2021 00:00,72,3
64914,Murray,926-3806-73,Tablet,Ace NotePad 4,SLow charging,,Low,Ahmed,9:00 AM,10:00 PM,03-04-2021,03-06-2021,03-04-2021 09:00,03-06-2021 22:00,1477,62
13843,Sullivan,595-4474-84,Phone,Ace 5,Phone dead,,High,Ahmed,4:00 PM,8:00 AM,3-17-2021,3-18-2021,17-03-2021 00:00,18-03-2021 00:00,24,1
95034,Watson,372-2717-50,Laptop,Ace Lappy 1126,Touchpad unresponsive,,High,Abhishek,12:00 PM,2:00 PM,04-09-2021,04-10-2021,04-09-2021 12:00,04-10-2021 14:00,722,31
22242,Gray,366-4288-65,Desktop,Ace PC 3699,Cannot install updates,,Low,Abhishek,12:00 PM,3:00 PM,04-02-2021,04-04-2021,04-02-2021 12:00,04-04-2021 15:00,1419,60
25465,Taylor,159-3650-74,Phone,Ace 6,Screen blackout when turning on,,Medium,Abhishek,7:00 AM,8:00 PM,3-15-2021,3-16-2021,15-03-2021 00:00,16-03-2021 00:00,24,1
20132,Anderson,059-7447-35,Laptop,Ace Notebook 2.0 Lite,Screen damaged,,High,Abhishek,5:00 PM,3:00 PM,4-30-2021,01-05-2021,30-04-2021 00:00,01-05-2021 15:00,39,2
80634,Thomas,554-0285-54,Desktop,Ace AZ Desktop,Cannot install updates,,Low,Abhishek,7:00 PM,5:00 PM,03-04-2021,03-07-2021,03-04-2021 19:00,03-07-2021 17:00,2182,91
52365,Roberts,116-5963-45,Tablet,Ace NotePad 4,Cannot connect to wifi,,Low,Abhishek,8:00 AM,6:00 PM,03-11-2021,3-13-2021,03-11-2021 08:00,13-03-2021 00:00,5648,236
53776,Morgan,308-5330-33,Tablet,Ace NotePad 2,Cannot connectto bluetooth,,Low,Abhishek,2:00 PM,7:00 PM,03-09-2021,3-13-2021,03-09-2021 14:00,13-03-2021 00:00,4190,175
74599,Reed,375-9027-44,Phone,Ace 6,Calling feature unresponsive,11,High,Abhishek,1:00 PM,10:00 AM,03-09-2021,03-10-2021,03-09-2021 13:00,03-10-2021 10:00,717,30
92915,Thompson,302-8289-82,Phone,Ace 6s+,Apps crashing,2,Medium,Abhishek,10:00 AM,7:00 PM,04-04-2021,04-05-2021,04-04-2021 10:00,04-05-2021 19:00,729,31
85338,Richardson,033-4249-27,Laptop,Ace Notebook 2.0 Lite,Touchpad lagging,,Medium,Abhishek,9:00 AM,8:00 AM,4-16-2021,4-18-2021,16-04-2021 00:00,18-04-2021 00:00,48,2
72506,Robinson,876-7969-54,Desktop,Ace AZ Desktop,Cannot install updates,,Low,Abhishek,4:00 PM,8:00 AM,4-27-2021,4-30-2021,27-04-2021 00:00,30-04-2021 00:00,72,3
95201,Perry,386-1629-97,Laptop,Ace Infinite,Screen blackout when turning on,,Medium,Abhishek,5:00 PM,2:00 PM,3-24-2021,3-26-2021,24-03-2021 00:00,26-03-2021 00:00,48,2
71665,Murray,360-9481-84,Desktop,Ace Zeus V01,Minor software issues,,Low,Abhishek,7:00 PM,1:00 PM,3-26-2021,3-27-2021,26-03-2021 00:00,27-03-2021 00:00,24,1
73021,Brooks,118-2964-47,Phone,Ace X3,Phone lags and freezes,,Medium,Abhishek,9:00 AM,10:00 AM,3-30-2021,3-31-2021,30-03-2021 00:00,31-03-2021 00:00,24,1
87626,Davis,648-7831-57,Phone,Ace Galaxy S10,Overheating sometimes,,Low,Raj,11:00 AM,9:00 AM,03-02-2021,03-05-2021,03-02-2021 11:00,03-05-2021 09:00,2134,89
3131,Higgins,057-5721-37,Phone,Ace 5s,"Water damage, phone dead",,High,Raj,12:00 PM,10:00 AM,3-14-2021,3-15-2021,14-03-2021 00:00,15-03-2021 00:00,24,1
66253,Cameron,047-8030-77,Phone,Ace 5,Display cracked completely,,High,Raj,2:00 PM,8:00 AM,4-29-2021,4-30-2021,29-04-2021 00:00,30-04-2021 00:00,24,1
32161,Armstrong,726-7060-38,Phone,Ace 5s,Cannot connect to wifi,,Low,Raj,3:00 PM,8:00 AM,3-23-2021,3-26-2021,23-03-2021 00:00,26-03-2021 00:00,72,3
16935,Murray,733-1822-78,Phone,Ace 6s+,Low battery life,,Low,Raj,8:00 PM,2:00 PM,4-21-2021,4-23-2021,21-04-2021 00:00,23-04-2021 00:00,48,2
50576,Anderson,632-4409-04,Phone,Ace 6s+,Phone crashes and reboots often,,High,Raj,3:00 PM,3:00 PM,3-17-2021,3-18-2021,17-03-2021 00:00,18-03-2021 00:00,24,1
89250,Russell,082-6228-73,Phone,Ace Galaxy S4,Screen cracked partially,,Medium,Raj,5:00 PM,8:00 PM,04-03-2021,04-04-2021,04-03-2021 17:00,04-04-2021 20:00,747,32
