CUSTOMER ID,CUSTOMER NAME,PHONE NO,PRODUCT CATEGORY,PRODUCT NAME,ISSUES,SEVERITY,CREATED BY,OPENED,CLOSED,DATE OPENED,DATECLOSED
16486,Wilson,059-7475-96,Laptop,Ace Notebook 1.0,Volume cannot be adjusted,Medium,Rohan,12:00 PM,8:00 PM,"April 7, 2021","April 8, 2021"
57869,Thompson,989-7762-36,Tablet,Ace Tab E750 Pro,Reboots often,High,Rohan,7:00 PM,3:00 PM,"April 20, 2021","April 21, 2021"
98092,Ross,993-9558-24,Phone,Ace Galaxy S10,Cannot download apps,Medium,Rohan,9:00 AM,5:00 PM,"April 20, 2021","April 21, 2021"
33230,Davis,111-5750-92,Phone,Ace 6s+,Speakers damaged,High,Rohan,11:00 AM,6:00 AM,"April 16, 2021","April 17, 2021"
61545,Wells,581-4465-44,Phone,Ace X3,Camera blurry,Low,Rohan,12:00 PM,7:00 PM,"March 12, 2021","March 14, 2021"
16932,Reed,308-6644-60,Tablet,Ace Tab E750,Cannot connect to wifi,Low,Rohan,2:00 PM,10:00 PM,"March 29, 2021","April 1, 2021"
83047,Payne,485-4604-03,Laptop,Ace TouchPad 2000,Forgotten PIN,High,Rohan,3:00 PM,1:00 PM,"March 9, 2021","March 10, 2021"
76200,Warren,474-3800-16,Laptop,Ace Notebook 2.0 Lite,Touchscreen doesnot work sometimes,Low,Rohan,8:00 PM,10:00 PM,"March 21, 2021","March 23, 2021"
82433,Farrell,562-0847-22,Desktop,Ace Quantum Core 5278,Unresponsie mouse controlls,Medium,Surya,3:00 PM,8:00 AM,"April 25, 2021","April 26, 2021"
81712,Scott,243-0641-27,Desktop,Ace Quantum Core 5278,Cannot connect to network,Low,Surya,5:00 PM,2:00 PM,"March 17, 2021","March 19, 2021"
5072,Montgomery,985-1235-02,Phone,Ace Galaxy S4,Phone dead,High,Surya,6:00 PM,9:00 AM,"April 8, 2021","April 9, 2021"
25910,Carroll,945-1132-80,Phone,Ace X3,Cannot adjust brightness,Low,Surya,7:00 PM,4:00 PM,"April 24, 2021","April 27, 2021"
85985,Douglas,306-1063-75,Phone,Ace 5,Screen scratches,Low,Surya,10:00 PM,12:00 PM,"March 6, 2021","March 7, 2021"
56669,Phillips,554-2178-33,Phone,Ace M31 Prime,Battery life is Low,Low,Surya,5:00 PM,7:00 PM,"April 7, 2021","April 10, 2021"
44636,Turner,483-7990-77,Phone,Ace 6s+,Cannot charge fully,Medium,Surya,7:00 PM,1:00 PM,"April 26, 2021","April 28, 2021"
62161,Gray,932-1076-44,Phone,Ace 6s+,Cannot install new apps,Low,Surya,8:00 AM,11:00 AM,"April 7, 2021","April 10, 2021"
13688,Gibson,533-5936-90,Phone,Ace Galaxy S9,Calling feature unresponsive,High,Surya,2:00 PM,12:00 PM,"March 8, 2021","March 9, 2021"
7520,Farrell,565-0677-28,Phone,Ace 6,Low battery life,Low,Surya,1:00 PM,5:00 PM,"March 5, 2021","March 7, 2021"
54217,Kelley,733-6304-36,Desktop,Ace PC 3699,Cannot install updates,Low,Surya,10:00 AM,6:00 PM,"April 19, 2021","April 22, 2021"
12354,Watson,961-8743-43,Desktop,Ace Pro 2000,Screen blackout when turning on,Medium,Surya,9:00 AM,7:00 PM,"March 24, 2021","March 25, 2021"
79899,Hall,239-8596-55,Tablet,Ace NotePad 4,Bluetooth issues,Low,Surya,4:00 PM,10:00 PM,"March 4, 2021","March 6, 2021"
60801,Wells,264-8052-66,Tablet,Ace NotePad 2,Water damage,High,Surya,12:00 PM,12:00 PM,"April 15, 2021","April 16, 2021"
70278,Brooks,066-1115-77,Laptop,Ace SparX,Water damage,High,Surya,7:00 PM,2:00 PM,"March 15, 2021","March 16, 2021"
64115,Perry,824-6663-99,Phone,Ace X3,SLow Phone,Low,Ahmed,9:00 AM,3:00 PM,"March 30, 2021","April 1, 2021"
83409,Barnes,157-1500-79,Laptop,Ace TouchPad 2000,Touch screen damaged,Medium,Ahmed,11:00 AM,8:00 PM,"April 21, 2021","April 22, 2021"
5066,Howard,936-0830-90,Tablet,Ace NotePad 4,Cannot adjust brightness,Low,Ahmed,12:00 PM,3:00 PM,"March 25, 2021","March 28, 2021"
1130,Thomas,379-6162-49,Desktop,Ace AZ Desktop,Cannot install updates,Low,Ahmed,7:00 PM,5:00 PM,"March 21, 2021","March 23, 2021"
55364,Phillips,283-1815-56,Desktop,Ace A700,Screen blackout when turning on,Medium,Ahmed,8:00 AM,6:00 AM,"March 30, 2021","January 4, 2021"
78420,Hawkins,567-9146-19,Desktop,Ace Pro 1000,Cannot install updates,Low,Ahmed,2:00 PM,7:00 PM,"April 6, 2021","April 8, 2021"
18756,Bailey,936-8761-06,Phone,Ace Galaxy S9,Screen blackout when turning on,Medium,Ahmed,1:00 PM,10:00 PM,"March 3, 2021","March 5, 2021"
9945,Harris,369-1156-92,Phone,Ace 5s,SLow charging,Low,Ahmed,10:00 AM,7:00 PM,"April 27, 2021","April 30, 2021"
64914,Murray,926-3806-73,Tablet,Ace NotePad 4,SLow charging,Low,Ahmed,9:00 AM,10:00 PM,"March 4, 2021","March 6, 2021"
13843,Sullivan,595-4474-84,Phone,Ace 5,Phone dead,High,Ahmed,4:00 PM,8:00 AM,"March 17, 2021","March 18, 2021"
95034,Watson,372-2717-50,Laptop,Ace Lappy 1126,Touchpad unresponsive,High,Abhishek,12:00 PM,2:00 PM,"April 9, 2021","April 10, 2021"
22242,Gray,366-4288-65,Desktop,Ace PC 3699,Cannot install updates,Low,Abhishek,12:00 PM,3:00 PM,"April 2, 2021","April 4, 2021"
25465,Taylor,159-3650-74,Phone,Ace 6,Screen blackout when turning on,Medium,Abhishek,7:00 AM,8:00 PM,"March 15, 2021","March 16, 2021"
20132,Anderson,059-7447-35,Laptop,Ace Notebook 2.0 Lite,Screen damaged,High,Abhishek,5:00 PM,3:00 PM,"April 30, 2021","January 5, 2021"
80634,Thomas,554-0285-54,Desktop,Ace AZ Desktop,Cannot install updates,Low,Abhishek,7:00 PM,5:00 PM,"March 4, 2021","March 7, 2021"
52365,Roberts,116-5963-45,Tablet,Ace NotePad 4,Cannot connect to wifi,Low,Abhishek,8:00 AM,6:00 PM,"March 11, 2021","March 13, 2021"
53776,Morgan,308-5330-33,Tablet,Ace NotePad 2,Cannot connectto bluetooth,Low,Abhishek,2:00 PM,7:00 PM,"March 9, 2021","March 13, 2021"
74599,Reed,375-9027-44,Phone,Ace 6,Calling feature unresponsive,High,Abhishek,1:00 PM,10:00 AM,"March 9, 2021","March 10, 2021"
92915,Thompson,302-8289-82,Phone,Ace 6s+,Apps crashing,Medium,Abhishek,10:00 AM,7:00 PM,"April 4, 2021","April 5, 2021"
85338,Richardson,033-4249-27,Laptop,Ace Notebook 2.0 Lite,Touchpad lagging,Medium,Abhishek,9:00 AM,8:00 AM,"April 16, 2021","April 18, 2021"
72506,Robinson,876-7969-54,Desktop,Ace AZ Desktop,Cannot install updates,Low,Abhishek,4:00 PM,8:00 AM,"April 27, 2021","April 30, 2021"
95201,Perry,386-1629-97,Laptop,Ace Infinite,Screen blackout when turning on,Medium,Abhishek,5:00 PM,2:00 PM,"March 24, 2021","March 26, 2021"
71665,Murray,360-9481-84,Desktop,Ace Zeus V01,Minor software issues,Low,Abhishek,7:00 PM,1:00 PM,"March 26, 2021","March 27, 2021"
73021,Brooks,118-2964-47,Phone,Ace X3,Phone lags and freezes,Medium,Abhishek,9:00 AM,10:00 AM,"March 30, 2021","March 31, 2021"
87626,Davis,648-7831-57,Phone,Ace Galaxy S10,Overheating sometimes,Low,Raj,11:00 AM,9:00 AM,"March 2, 2021","March 5, 2021"
3131,Higgins,057-5721-37,Phone,Ace 5s,"Water damage, phone dead",High,Raj,12:00 PM,10:00 AM,"March 14, 2021","March 15, 2021"
66253,Cameron,047-8030-77,Phone,Ace 5,Display cracked completely,High,Raj,2:00 PM,8:00 AM,"April 29, 2021","April 30, 2021"
32161,Armstrong,726-7060-38,Phone,Ace 5s,Cannot connect to wifi,Low,Raj,3:00 PM,8:00 AM,"March 23, 2021","March 26, 2021"
16935,Murray,733-1822-78,Phone,Ace 6s+,Low battery life,Low,Raj,8:00 PM,2:00 PM,"April 21, 2021","April 23, 2021"
50576,Anderson,632-4409-04,Phone,Ace 6s+,Phone crashes and reboots often,High,Raj,3:00 PM,3:00 PM,"March 17, 2021","March 18, 2021"
89250,Russell,082-6228-73,Phone,Ace Galaxy S4,Screen cracked partially,Medium,Raj,5:00 PM,8:00 PM,"April 3, 2021","April 4, 2021"
64399,Henderson,718-0464-11,Phone,Ace 6,Low battery life,Low,Raj,6:00 PM,3:00 PM,"April 5, 2021","April 7, 2021"
41659,Owens,571-4072-06,Phone,Ace Galaxy S10,Phone lagging,Low,Raj,7:00 PM,5:00 PM,"March 11, 2021","March 13, 2021"
76332,Thompson,420-5258-35,Phone,Ace M31 Prime,Overheating,Medium,Raj,10:00 PM,6:00 PM,"March 21, 2021","March 23, 2021"
11365,Thomas,896-1740-14,Phone,Ace M31 Prime,Low battery life,Low,Raj,11:00 AM,7:00 PM,"March 28, 2021","March 30, 2021"
63983,Warren,469-2312-71,Tablet,Ace Swift F20,Low battery life,Low,Raj,12:00 PM,10:00 PM,"March 12, 2021","March 13, 2021"
33756,Robinson,846-2791-51,Tablet,Ace Tablet 500 Mini,Display cracked completely,High,Raj,7:00 PM,7:00 PM,"April 1, 2021","April 2, 2021"
57167,Douglas,625-0057-22,Tablet,Ace Tab E750,Pen not working,Medium,Raj,5:00 PM,4:00 PM,"March 5, 2021","March 6, 2021"
89507,Harrison,007-7395-40,Tablet,Ace Tablet 500 Mini,Keypad not working,Medium,Raj,7:00 PM,8:00 AM,"April 29, 2021","January 5, 2021"
50101,Hunt,790-3722-84,Tablet,Ace Swift F20,Touchpad not working,High,Raj,4:00 PM,2:00 PM,"April 29, 2021","April 30, 2021"
43764,Morris,834-4547-46,Tablet,Ace NotePad 4,Water damage,High,Surya,2:00 PM,1:00 PM,"April 14, 2021","April 15, 2021"
80056,Jones,569-1735-51,Tablet,Ace Swift F20,Touchpad not working,High,Surya,1:00 PM,10:00 AM,"March 30, 2021","March 31, 2021"
56623,Moore,683-7446-92,Tablet,Ace Tab E750,Extremely sLow and lagging,Medium,Surya,10:00 AM,9:00 AM,"March 12, 2021","March 14, 2021"
74728,Sullivan,745-1655-44,Tablet,Ace Tab E750,Battery not charging,High,Surya,9:00 AM,7:00 AM,"April 1, 2021","April 2, 2021"
58851,Russell,103-0620-62,Tablet,Ace NotePad 2,SLow,Low,Surya,4:00 PM,7:00 PM,"April 11, 2021","April 13, 2021"
18541,Ryan,244-5317-85,Phone,Ace 5s,Cannot charge fully,Medium,Surya,12:00 PM,8:00 AM,"April 30, 2021","January 5, 2021"
54663,Perkins,958-3779-13,Desktop,Ace Zeus V01,Cannot install updates,Low,Surya,7:00 PM,2:00 PM,"March 23, 2021","March 25, 2021"
13679,Farrell,474-0034-13,Desktop,Ace AZ Desktop,Screen blackout when turning on,Medium,Surya,9:00 AM,1:00 PM,"April 14, 2021","April 15, 2021"
46146,Parker,697-0106-87,Laptop,Ace Flare S2,Cannot establish bluetooth connection,Low,Surya,11:00 AM,2:00 PM,"April 1, 2021","April 3, 2021"
42164,Adams,102-8011-25,Laptop,Ace SparX Pro,Broken headphones port,Medium,Rohan,12:00 PM,3:00 PM,"March 23, 2021","March 24, 2021"
16299,Montgomery,948-6358-70,Laptop,Ace Flare S6,USB port damaged,Medium,Rohan,7:00 AM,8:00 PM,"April 24, 2021","April 25, 2021"
97258,Hunt,416-2056-87,Phone,Ace Galaxy S10,Monitor ghosting,Low,Rohan,5:00 PM,3:00 PM,"March 15, 2021","March 18, 2021"
24388,Gray,931-8890-62,Laptop,Ace Flare S2,Hard drive noises,High,Rohan,7:00 PM,5:00 PM,"April 6, 2021","April 7, 2021"
32819,Wright,854-6342-78,Phone,Ace M31 Prime,Cannot adjust volume,Medium,Rohan,11:00 AM,9:00 AM,"March 2, 2021","March 4, 2021"
25444,Douglas,302-7377-85,Phone,Ace 5,Headphones port loosened,Medium,Rohan,2:00 PM,1:00 PM,"April 4, 2021","April 6, 2021"
21557,Henderson,924-9825-38,Tablet,Ace Tablet 500 Mini,Screen glitches,Medium,Rohan,1:00 PM,10:00 PM,"March 4, 2021","March 5, 2021"
12980,Watson,778-9409-76,Tablet,Ace Tablet 500 Mini,Unresponsive power button,High,Rohan,2:00 PM,12:00 PM,"April 13, 2021","April 14, 2021"
99135,Hunt,911-4158-76,Tablet,Ace Tablet 500 Mini,SLow,Low,Abhishek,9:00 AM,2:00 PM,"April 21, 2021","April 23, 2021"
49551,Spencer,049-1133-77,Laptop,Ace Flare S6,Cannot access RAM,Medium,Abhishek,4:00 PM,3:00 PM,"April 3, 2021","April 5, 2021"
18742,Campbell,927-2157-57,Laptop,Ace Swift F20 Lite,Power Button not working,High,Abhishek,12:00 PM,8:00 AM,"April 6, 2021","April 7, 2021"
14431,Ellis,177-1638-21,Laptop,Ace Flare S6,Battery does not charge upto 100%,Medium,Abhishek,7:00 PM,3:00 PM,"April 29, 2021","May 1, 2021"
84207,Douglas,883-5806-41,Laptop,Ace Notebook 2.0,Battery replacement,Low,Abhishek,9:00 AM,5:00 PM,"March 20, 2021","March 22, 2021"
49591,Warren,761-5125-30,Laptop,Ace SparX Pro,Screen Flickering when connected to charger,Medium,Abhishek,11:00 AM,8:00 AM,"March 17, 2021","March 18, 2021"
49569,Anderson,384-3667-94,Laptop,Ace Lappy 1126,"Battery not charging, laptop works with charger",Low,Abhishek,12:00 PM,2:00 PM,"March 22, 2021","March 23, 2021"
54305,Payne,173-6692-67,Laptop,Ace Notebook 2.0 Lite,Charging port is loose,High,Abhishek,2:00 PM,1:00 PM,"March 27, 2021","March 28, 2021"
96333,Barnes,024-5940-66,Laptop,Ace Swift F20 Lite,Keyboard not working,Medium,Abhishek,3:00 PM,10:00 AM,"April 1, 2021","April 3, 2021"
73806,Holmes,407-3725-60,Laptop,Ace Notebook 1.0,Touchpad sLow,Medium,Abhishek,8:00 PM,9:00 AM,"March 8, 2021","March 10, 2021"
89014,Owens,167-2836-01,Laptop,Ace SparX,Cannot adjust volume,Medium,Abhishek,3:00 PM,4:00 PM,"April 19, 2021","April 20, 2021"
47135,Hamilton,931-3333-13,Laptop,Ace Flare S2,USB port issues,Low,Abhishek,5:00 PM,12:00 PM,"March 13, 2021","March 15, 2021"
30547,Stewart,706-2610-34,Laptop,Ace SparX,Connected not charging,Low,Ahmed,6:00 PM,7:00 PM,"April 20, 2021","April 22, 2021"
50517,Murphy,282-4390-51,Desktop,Ace Zeus V01,Processor burning,High,Ahmed,7:00 PM,9:00 AM,"April 25, 2021","April 26, 2021"
31555,Perry,494-3220-09,Desktop,Ace Quantum Core 5278,Keyboard unresponsive,Medium,Ahmed,10:00 PM,2:00 PM,"April 8, 2021","April 29, 2021"
61971,Owens,911-0836-60,Desktop,Ace Pro 2000,Fans not working sometimes,Medium,Ahmed,11:00 AM,3:00 PM,"April 16, 2021","April 18, 2021"
39185,Turner,217-4685-97,Desktop,Ace A700,Cannot install updates,Low,Ahmed,12:00 PM,8:00 PM,"May 26, 2021","May 29, 2021"
54797,Baker,158-6423-63,Desktop,Ace Pro 2000,Cannot install updates,Low,Ahmed,7:00 AM,3:00 PM,"April 3, 2021","April 7, 2021"
72727,Hamilton,836-6669-23,Desktop,Ace Zeus V01,Screen blackout when turning on,Medium,Ahmed,5:00 PM,5:00 PM,"April 30, 2021","May 1, 2021"
43479,Ferguson,497-0742-60,Desktop,Ace PC 3699,Minor monitor issues,Medium,Ahmed,7:00 PM,6:00 PM,"April 19, 2021","April 21, 2021"
89546,Sullivan,099-2421-89,Desktop,Ace Quantum Core 5278,Monitor ghosting,Medium,Ahmed,8:00 AM,7:00 PM,"April 3, 2021","April 5, 2021"
4366,Morrison,117-1740-22,Desktop,Ace PC 3699,Blue Screen,High,Ahmed,2:00 PM,10:00 PM,"April 10, 2021","April 10, 2021"
5149,Casey,248-8806-48,Desktop,Ace AZ Desktop,Failing power supply,High,Ahmed,1:00 PM,7:00 PM,"May 5, 2021","May 5, 2021"
86809,Hill,595-1631-92,Desktop,Ace PC 3699,Screen frozen,High,Ahmed,10:00 AM,10:00 PM,"May 20, 2021","May 20, 2021"
78048,Gray,106-6572-24,Desktop,Ace Pro 2000,Processor burning,High,Ahmed,9:00 AM,8:00 AM,"May 29, 2021","May 30, 2021"
73697,Cole,197-5686-32,Desktop,Ace Zeus V01,Keyboard unresponsive,Medium,Surya,4:00 PM,2:00 PM,"April 27, 2021","April 28, 2021"
86816,Hawkins,801-7863-79,Desktop,Ace AZ Desktop,Fans not working sometimes,Medium,Surya,12:00 PM,1:00 PM,"May 3, 2021","May 4, 2021"
26643,Evans,772-9447-44,Desktop,Ace Quantum Core 5278,Cannot install updates,Low,Surya,7:00 PM,10:00 AM,"April 4, 2021","April 7, 2021"
89947,Edwards,411-7814-10,Desktop,Ace PC 3699,Cannot install updates,Low,Surya,9:00 AM,9:00 AM,"April 25, 2021","April 27, 2021"
9538,Richardson,645-2791-18,Desktop,Ace Zeus V01,Screen blackout when turning on,Medium,Surya,11:00 AM,10:00 PM,"May 26, 2021","May 27, 2021"
60645,Richardson,252-3788-42,Desktop,Ace AZ Desktop,Minor monitor issues,Medium,Raj,12:00 PM,7:00 PM,"April 7, 2021","April 8, 2021"
26156,Phillips,142-4962-59,Phone,Ace Galaxy S9,Screen burning,Medium,Raj,2:00 PM,8:00 AM,"April 24, 2021","April 25, 2021"
68218,Tucker,366-7448-47,Phone,Ace Galaxy S4,Blue Screen,High,Raj,3:00 PM,10:00 PM,"April 25, 2021","April 25, 2021"
60711,Ellis,850-3402-64,Phone,Ace Galaxy S4,SLow charging,Low,Raj,8:00 PM,7:00 PM,"May 24, 2021","May 28, 2021"
67678,Thomas,774-4463-29,Phone,Ace M31 Prime,Screen frozen,High,Raj,3:00 PM,10:00 PM,"April 2, 2021","April 2, 2021"
30628,Chapman,019-6437-86,Phone,Ace X3,Touchscreen unresponsive,High,Raj,5:00 PM,8:00 AM,"May 31, 2021","May 31, 2021"
22067,Edwards,348-4451-65,Phone,Ace 6s+,Touchscreen not working,High,Abhishek,6:00 PM,2:00 PM,"May 6, 2021","May 6, 2021"
84837,Farrell,146-2171-59,Phone,Ace Galaxy S10,Not charging,High,Abhishek,7:00 PM,3:00 PM,"May 23, 2021","May 23, 2021"
51143,Stewart,586-6290-37,Phone,Ace X3,water damage,High,Abhishek,10:00 PM,8:00 AM,"April 2, 2021","April 3, 2021"
38764,Williams,694-2750-65,Phone,Ace Galaxy S9,some apps are not functioning,Medium,Abhishek,8:00 AM,2:00 PM,"April 14, 2021","April 15, 2021"
28909,Henderson,875-5275-03,Phone,Ace 5s,keypad not working,Medium,Abhishek,2:00 PM,1:00 PM,"May 12, 2021","May 13, 2021"
16821,Morrison,299-6701-53,Phone,Ace Galaxy S6,cam is not turning on,Medium,Abhishek,1:00 PM,10:00 AM,"April 1, 2021","April 2, 2021"
16916,Perkins,896-0362-27,Phone,Ace Galaxy S10,cannot use bluetooth and external devices,Medium,Rohan,10:00 AM,9:00 AM,"April 17, 2021","April 18, 2021"
40940,Martin,374-8868-61,Phone,Ace 5s,battery drains quickly,Medium,Rohan,9:00 AM,10:00 PM,"April 11, 2021","April 2, 2021"
21965,Cameron,016-6609-06,Phone,Ace Galaxy S10,Low battery life,Low,Rohan,4:00 PM,7:00 PM,"May 13, 2021","May 16, 2021"
65933,Montgomery,315-6806-70,Phone,Ace Galaxy S4,Doesnot charge upto 100%,Low,Rohan,12:00 PM,8:00 AM,"May 15, 2021","May 18, 2021"
38501,Harper,182-0296-15,Phone,Ace 5,Can't connect to wifi,Low,Rohan,7:00 PM,2:00 PM,"May 20, 2021","May 25, 2021"
39490,Parker,836-1764-37,Phone,Ace Galaxy S10,SLow Phone,Medium,Rohan,9:00 AM,1:00 PM,"May 9, 2021","May 10, 2021"
13486,Sullivan,434-7634-00,Phone,Ace 6,Speakers not working,Low,Rohan,11:00 AM,10:00 AM,"April 13, 2021","April 16, 2021"
67404,Hall,814-4576-27,Phone,Ace Galaxy S9,Storage gets full often,Medium,Rohan,12:00 PM,9:00 AM,"April 9, 2021","April 10, 2021"
49882,Clark,473-3331-80,Phone,Ace Galaxy S6,Pop up ads often disturbing,Low,Surya,7:00 AM,4:00 PM,"May 30, 2021","June 3, 2021"
91337,Reed,511-6322-47,Phone,Ace Galaxy S4,Game glitches,Low,Surya,5:00 PM,12:00 PM,"April 20, 2021","April 24, 2021"
29301,Ferguson,045-5289-50,Phone,Ace X3,cannot connect to the wifi,Medium,Surya,7:00 PM,7:00 PM,"April 11, 2021","April 13, 2021"
76200,Jones,324-9038-39,Phone,Ace Galaxy S4,Microphone not working sometimes,High,Surya,8:00 AM,9:00 AM,"April 3, 2021","April 3, 2021"
56067,Johnston,944-9203-05,Phone,Ace Galaxy S9,Bluetooth disconnects on its own,Medium,Surya,2:00 PM,11:00 AM,"April 11, 2021","April 13, 2021"
62035,Wright,009-2354-73,Phone,Ace Galaxy S10,Updates are not keeping up,Medium,Surya,1:00 PM,12:00 PM,"April 19, 2021",4/20/202/
59352,Thompson,719-4178-76,Phone,Ace Galaxy S6,Lags when Youtube opens,Medium,Ahmed,10:00 AM,5:00 PM,"April 8, 2021","April 9, 2021"
97832,Adams,873-2539-94,Phone,Ace 6,Hotspot not connecting to some devices,Medium,Ahmed,9:00 AM,6:00 PM,"April 5, 2021","April 6, 2021"
86994,Stewart,245-6885-70,Phone,Ace M31 Prime,Keyboard lag,Low,Ahmed,4:00 PM,7:00 PM,"April 14, 2021","April 18, 2021"
52782,Montgomery,246-5029-16,Phone,Ace M31 Prime,Apps not responding at times,High,Ahmed,8:00 AM,7:00 PM,"April 12, 2021","April 12, 2021"
88052,Owens,521-9764-49,Phone,Ace 5s,Screen freezes when charging,High,Ahmed,2:00 PM,8:00 AM,"May 24, 2021","May 25, 2021"
59258,Turner,325-4879-13,Tablet,Ace Tab E750 Pro,Music glitches,Low,Rohan,1:00 PM,10:00 PM,"May 26, 2021","May 26, 2021"
17375,Rogers,798-5336-65,Tablet,Ace NotePad 2,Data Low mode is disabled,High,Rohan,1:00 PM,7:00 PM,"May 6, 2021","May 6, 2021"
64163,Davis,308-8584-56,Tablet,Ace NotePad 2,Calculator showing error often,Low,Rohan,10:00 AM,10:00 PM,"April 28, 2021","May 2, 2021"
98843,Tucker,704-8025-48,Tablet,Ace NotePad 4,Camera is not working,Low,Rohan,11:00 PM,8:00 AM,"April 11, 2021","April 13, 2021"
67712,Stevens,762-8122-71,Tablet,Ace Tablet 500 Mini,Battery does not last for long,Medium,Ahmed,12:00 PM,1:00 PM,"April 16, 2021","April 17, 2021"
26344,Henderson,500-5313-13,Tablet,Ace NotePad 2,The device is not turning on,High,Raj,7:00 AM,6:00 PM,"May 18, 2021","May 18, 2021"
1391,Hunt,268-4049-39,Tablet,Ace Swift F20,Display is broken,Medium,Surya,5:00 PM,7:00 PM,"May 14, 2021","May 15, 2021"
58045,Montgomery,212-6502-07,Tablet,Ace Tablet 500,Does not get charged,Medium,Abhishek,7:00 PM,8:00 AM,"May 12, 2021","May 13, 2021"
94251,Cole,920-8962-58,Tablet,Ace NotePad 4,Some apps are not working,Low,Raj,8:00 AM,2:00 PM,"April 16, 2021","April 18, 2021"
95071,Mitchell,085-4180-55,Tablet,Ace NotePad 2,Forgotten password,Medium,Surya,2:00 PM,1:00 PM,"May 25, 2021","May 28, 2021"
54592,Cameron,584-7430-04,Tablet,Ace Tab E750 Pro,The device is not functioning,High,Abhishek,1:00 PM,10:00 AM,"May 11, 2021","May 12, 2021"
14378,Henderson,714-5415-58,Tablet,Ace Tab E750,The screen is completely blank,High,Rohan,10:00 AM,9:00 PM,"May 26, 2021","May 26, 2021"
82048,Montgomery,374-8496-43,Tablet,Ace Swift F20,Camera is blurry,Low,Ahmed,9:00 AM,4:00 PM,"April 21, 2021","April 23, 2021"
3886,Carter,938-5542-24,Tablet,Ace Swift F20 Lite,Cannot connect to the app store,Low,Raj,4:00 PM,12:00 PM,"May 26, 2021","May 29, 2021"
35228,Kelley,422-3163-05,Tablet,Ace Tab E750,The device heats up occasionally,Low,Surya,12:00 PM,7:00 PM,"April 4, 2021","April 6, 2021"
46437,Cooper,141-8166-58,Tablet,Ace Tab E750,The device needs a battery change,Medium,Abhishek,7:00 PM,9:00 AM,"April 29, 2021","April 30, 2021"
31923,Stevens,278-0848-99,Tablet,Ace Tab E750 Pro,Device is not receiving updates,Low,Rohan,9:00 AM,11:00 AM,"April 15, 2021","April 17, 2021"
5122,Kelley,669-2973-64,Tablet,Ace NotePad 4,Speakers are not working,Medium,Ahmed,11:00 AM,12:00 PM,"May 1, 2021","May 2, 2021"
89204,Roberts,749-2175-53,Tablet,Ace Tablet 500,Some apps are not opening,Low,Rohan,12:00 PM,2:00 PM,"April 29, 2021","May 1, 2021"
84413,Foster,331-3031-95,Laptop,Ace Flare S6,Does not connect to the wifi,Low,Ahmed,2:00 PM,3:00 PM,"May 6, 2021","May 8, 2021"
66061,Spencer,890-8873-69,Laptop,Ace SparX Pro,The device is not charging,Medium,Raj,3:00 PM,8:00 PM,"May 17, 2021","May 18, 2021"
91737,Perry,938-6022-23,Laptop,Ace SparX Pro,Device is not functioning at all,High,Rohan,8:00 PM,3:00 PM,"May 7, 2021","May 8, 2021"
81514,Robinson,518-9768-08,Laptop,Ace TouchPad 2000,Device does not connect to the network,Medium,Ahmed,3:00 PM,5:00 PM,"May 5, 2021","May 6, 2021"
51326,Ross,958-9150-64,Laptop,Ace Notebook 2.0,Word and other ms apps are not opening,Medium,Raj,5:00 PM,6:00 PM,"May 1, 2021","May 2, 2021"
11354,Turner,199-3370-95,Laptop,Ace Lappy 1126,Keyboard is not working,Medium,Surya,6:00 PM,7:00 PM,"April 6, 2021","April 7, 2021"
96647,Carroll,253-4784-77,Desktop,Ace Quantum Core 5278,Does not connect to external devices,Medium,Abhishek,7:00 PM,10:00 PM,"May 26, 2021","May 26, 2021"
11711,Fowler,839-7568-86,Desktop,Ace A700,Forgotten password,Low,Raj,10:00 PM,11:00 AM,"April 8, 2021","April 11, 2021"
83535,Dixon,829-4264-15,Desktop,Ace PC 3699,Screen Is blank,High,Surya,11:00 AM,12:00 PM,"May 1, 2021","May 2, 2021"
27042,Thomas,469-1756-37,Desktop,Ace Zeus V01,Screen borken,High,Abhishek,12:00 PM,7:00 AM,"May 13, 2021","May 14, 2021"
25648,Reed,006-5075-67,Desktop,Ace A700,keypad not working,High,Rohan,7:00 AM,5:00 PM,"May 29, 2021","May 29, 2021"
61499,Richards,961-3985-56,Desktop,Ace Pro 1000,Not charging,High,Surya,5:00 PM,7:00 PM,"May 4, 2021","May 4, 2021"
40664,Anderson,659-3366-16,Tablet,Ace NotePad 2,Overheating very often,Medium,Abhishek,7:00 PM,8:00 AM,"May 6, 2021","May 6, 2021"
89105,Douglas,899-8554-14,Tablet,Ace Tab E750 Pro,Not charging,High,Raj,8:00 AM,2:00 PM,"May 8, 2021","May 8, 2021"
76372,Barrett,988-8134-06,Tablet,Ace Tablet 500,Issue connecting to networks,Low,Surya,2:00 PM,1:00 PM,"May 21, 2021","May 23, 2021"
15847,Montgomery,632-0132-39,Phone,Ace 6s+,Cannot connect to the app store,Low,Rohan,1:00 PM,10:00 AM,"April 12, 2021","April 14, 2021"
47738,Owens,591-2669-87,Tablet,Ace NotePad 4,charging port is broken,Medium,Ahmed,10:00 AM,9:00 AM,"May 2, 2021","May 3, 2021"
52499,Jones,368-1059-63,Laptop,Ace Notebook 1.0,Power Button not working,High,Raj,9:00 AM,4:00 PM,"May 17, 2021","May 17, 2021"
